"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1529","Bill Clinton and Bill Cosby walk into a bar.  Bill orders Bill a beer &amp; slips him a roofie.  Bill passes out and gets molested by Bill #sad",FALSE,1,NA,2016-02-21 03:08:58,FALSE,NA,"701242180413710336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cavemanspam",0,FALSE,FALSE,NA,NA
"1530","RT @punjabpcc: Today in the presence of PPCC Chief  @capt_amarinder Singer &amp; former #SAD  leader Hans Raj Hans joined Congress. https://t.c…",FALSE,0,NA,2016-02-21 03:08:07,FALSE,NA,"701241964524535808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaushalSaurabh7",49,TRUE,FALSE,NA,NA
"1531","Bed rest is only fun when it's not mandatory #bored #sad #imcontagious #lonely <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,0,NA,2016-02-21 03:07:13,FALSE,NA,"701241738279542785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theclaudiadavis",0,FALSE,FALSE,NA,NA
"1532","@billmaher Sorry, man! I've been HUGE Fan 4 YRS but lately I'm NOT feelin' it. The show is fragmented. Ur not serious NOR funny lately #Sad",FALSE,0,"billmaher",2016-02-21 03:06:25,FALSE,NA,"701241538651631616","19697415","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","r_canaan",0,FALSE,FALSE,NA,NA
"1533","The inside of my mind #Crazy #Sad https://t.co/olu73yrlU0",FALSE,0,NA,2016-02-21 03:05:53,FALSE,NA,"701241401711992832",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Zaks_girl90",0,FALSE,FALSE,NA,NA
"1534","24 hour PoeTrY SMS

#GaZleN
#SaD Nd RoMaNtiC poeTrY
#NewS

Srf AshiQ LoG Follow KreN

Follow
@QaTiL_E_HuSsaN
Snd to 40404

Owner
03116451298",FALSE,0,NA,2016-02-21 03:05:28,FALSE,NA,"701241299471507456",NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","Aleeda_sMs",0,FALSE,FALSE,NA,NA
"1535","Best of #YouTube this week... #funny #crazy #sad #bored #f4f https://t.co/p9YtpBg9gs",FALSE,0,NA,2016-02-21 03:04:18,FALSE,NA,"701241006063271936",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","La_only1_Monica",0,FALSE,FALSE,NA,NA
"1536","Sigh.... { #sad #depressed #alone  #sorry #fucklove #hate#lonely #single #love #fuckboy #fuckboys #wtf #angry #em… https://t.co/ATsTTroSxC",FALSE,3,NA,2016-02-21 03:03:15,FALSE,NA,"701240738441461761",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Liliana_Conchis",0,FALSE,FALSE,NA,NA
"1537","When I was in gr4 I thought bongs were vases but now I hear them gr4 talking about weed like its nothing #sad life",FALSE,0,NA,2016-02-21 03:00:03,FALSE,NA,"701239934145925123",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","astridmw94",0,FALSE,FALSE,NA,NA
"1538","Can't believe this is the last night I'll be sleeping in my home #sad<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",FALSE,1,NA,2016-02-21 02:59:52,FALSE,NA,"701239889946402817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrianCarpente11",0,FALSE,FALSE,NA,NA
"1539","RT @TheTruth1011: Ted Cruz does his best to spin his loss in a deep red state. #sad  #pathetic  https://t.co/4wm1PjQfll",FALSE,0,NA,2016-02-21 02:58:39,FALSE,NA,"701239582445191168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ken_crichlow",2,TRUE,FALSE,NA,NA
"1540","RT @TheTruth1011: Ted Cruz does his best to spin his loss in a deep red state. #sad  #pathetic  https://t.co/4wm1PjQfll",FALSE,0,NA,2016-02-21 02:57:57,FALSE,NA,"701239407802761216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Semperfelix",2,TRUE,FALSE,NA,NA
"1541","I don't get how people can be so hateful towards someone they literally know nothing about... #Sad",FALSE,0,NA,2016-02-21 02:57:42,FALSE,NA,"701239344888152064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sunshinee_N_Luv",0,FALSE,FALSE,NA,NA
"1542","@KatyTurNBC @MSNBC Christmas shopping done for the whole family <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #sad",FALSE,1,"KatyTurNBC",2016-02-21 02:57:39,FALSE,"701238499412996096","701239329193123840","39000115","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asjgator",0,FALSE,FALSE,NA,NA
"1543","Now playing  :  Sophie Hutchings - "" Seventeen"" on

https://t.co/8LVDOL0B1j

#melancholy #sad #melancholymusic",FALSE,0,NA,2016-02-21 02:56:35,FALSE,NA,"701239061118320640",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","SadPianoMusic",0,FALSE,FALSE,NA,NA
"1544","Ted Cruz does his best to spin his loss in a deep red state. #sad  #pathetic  https://t.co/4wm1PjQfll",FALSE,0,NA,2016-02-21 02:56:04,FALSE,NA,"701238930453217280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheTruth1011",2,FALSE,FALSE,NA,NA
"1545","I still don't have a GIF button #sad #notfair",FALSE,0,NA,2016-02-21 02:54:56,FALSE,NA,"701238646670757888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","40elephantsmob",0,FALSE,FALSE,NA,NA
"1546","we lost a very good presidential candidate today<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B2><U+0094>#jepbushout #sad #bye hope to see more of u in the future @JebBush https://t.co/oAw6PEpoV2",FALSE,4,NA,2016-02-21 02:54:22,FALSE,NA,"701238503355637760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","halliefisha",0,FALSE,FALSE,NA,NA
"1547","@DrLZielinski @KatAlexander10 of course Hun! It's like people liking their own pics in Instagram! it's annoying just to get to 11 likes #sad",FALSE,1,"DrLZielinski",2016-02-21 02:53:48,FALSE,"700915776752979968","701238361176961025","2808604614","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bree_turner12",0,FALSE,FALSE,NA,NA
"1548","Ah I miss @kijwij eonnie too <U+3160><U+3160> and we're not even in the same country #sad",FALSE,0,NA,2016-02-21 02:53:03,FALSE,NA,"701238173364400134",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rednochan",0,FALSE,FALSE,NA,NA
"1549","@thinkprogress @AliceOllstein really sounds like @DoloresHuerta and @AmericaFerrera may have misrepresented the ""English-only"" shouts #sad",FALSE,4,"thinkprogress",2016-02-21 02:51:16,FALSE,"701235257228525569","701237722858393600","55355654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","insunlite",0,FALSE,FALSE,NA,NA
"1550","Jim Hoft has destroyed his little blog over Trump. #sad https://t.co/VpubglXGBO",FALSE,0,NA,2016-02-21 02:51:13,FALSE,NA,"701237712947322880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Optea",0,FALSE,FALSE,NA,NA
"1551","RT @JoshNazareth: @MeaganAldaine #TheProblemIHaveWith twitter is that I can't help but click ""follow"" when I see a pretty profile pic #sad …",FALSE,0,NA,2016-02-21 02:50:19,FALSE,NA,"701237485712486400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeaganAldaine",1,TRUE,FALSE,NA,NA
"1552","RT @desminborges: How is it possible that a Racist/Sexist/Homophobic/Bully who Lacks Experience is a serious Presidential Candidate?? #Sad …",FALSE,0,NA,2016-02-21 02:50:05,FALSE,NA,"701237428103880705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","quiltingnswva",19,TRUE,FALSE,NA,NA
"1553","So long @JebBush - good riddance - I guess the third time isn't a charm. #sad #babybrother #Election2016",FALSE,0,NA,2016-02-21 02:48:12,FALSE,NA,"701236953652600833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nickgrockactor",0,FALSE,FALSE,NA,NA
"1554","#sad #kesha #sony #failed How We Failed to Protect Kesha  https://t.co/fgNRiZa9mv",FALSE,0,NA,2016-02-21 02:46:02,FALSE,NA,"701236408346804224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stabier",0,FALSE,FALSE,NA,NA
"1555","@MeaganAldaine #TheProblemIHaveWith twitter is that I can't help but click ""follow"" when I see a pretty profile pic #sad and a bit #pathetic",FALSE,1,"MeaganAldaine",2016-02-21 02:46:01,FALSE,"701228359506735104","701236403917574144","4161482892","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoshNazareth",1,FALSE,FALSE,NA,NA
"1556","Just wondering where the #GOP of #RonaldReagan #BobDole #GeorgeHWBush has went? The top 3 are just annoying as hell. Totally #disgusted #sad",FALSE,0,NA,2016-02-21 02:44:50,FALSE,NA,"701236105983737856",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lwptah",0,FALSE,FALSE,NA,NA
"1557","Rumor has it , Subban is going to @EdmontonOilers #Oilers #sad",FALSE,0,NA,2016-02-21 02:44:07,FALSE,NA,"701235926614167552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tlconley",0,FALSE,FALSE,NA,NA
"1558","Oilers time, Come on boys lets get the #1 draft pick again . #Oilers #sad",FALSE,0,NA,2016-02-21 02:43:03,FALSE,NA,"701235657696382976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tlconley",0,FALSE,FALSE,NA,NA
"1559","2 find #greed in our live's is a #sad state of affairs ""#character wise"" in this age but 2 #teach it 2 our #children is #disgraceful I feel!",FALSE,1,NA,2016-02-21 02:42:40,FALSE,NA,"701235561667776512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PercievedLogic",0,FALSE,FALSE,NA,NA
"1560","o k lana del rey just came on this is a #destined #sad #night",FALSE,0,NA,2016-02-21 02:41:26,FALSE,NA,"701235251608166400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ARSWYDUS",0,FALSE,FALSE,NA,NA
"1561","But we have DD on the power play. #sad  https://t.co/jnjafwxeNB",FALSE,0,NA,2016-02-21 02:41:13,FALSE,NA,"701235197002518533",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AntoniosRusso",0,FALSE,FALSE,NA,NA
"1562","OK, politics is destroying our cricket.
#Sad",FALSE,0,NA,2016-02-21 02:40:07,FALSE,NA,"701234916252581888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheAsad25Th",0,FALSE,FALSE,NA,NA
"1563","SLED chopper searching for a shooter while news says Trump is the winner. What's going on South Carolina? #crazy #disappointed #sad",FALSE,2,NA,2016-02-21 02:39:21,FALSE,NA,"701234727185809408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AprilAlsup",1,FALSE,FALSE,NA,NA
"1564","Dealing with Feelings Story - When I feel #Sad (girl) FULL VERSION $1 https://t.co/kcjEqri0NJ",FALSE,0,NA,2016-02-21 02:38:07,FALSE,NA,"701234415305887744",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","ThatFunReadTchr",0,FALSE,FALSE,NA,NA
"1565","#SONG -OF-THE-NIGHT: Patty Griffin - Let Him Fly (cover) Ronnie Dunn and Jennife https://t.co/QFpBzAbNcu
#life #love #faith #success #sad",FALSE,0,NA,2016-02-21 02:37:53,FALSE,NA,"701234358099644416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WELLTHATSLIFE4U",0,FALSE,FALSE,NA,NA
"1566","Maybe. #anorexia #anxiety #ana #depression #depression #sad #suicide #suicidal #selfharmm #tumblrgirl #tumblrquotes… https://t.co/9WgEZn2wAh",FALSE,0,NA,2016-02-21 02:37:30,FALSE,NA,"701234259554603008",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","baracinta15",0,FALSE,FALSE,NA,NA
"1567","... Just need someone to cheer me up... #mad #sad",FALSE,1,NA,2016-02-21 02:36:48,FALSE,NA,"701234084912230401",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","baotran_bui",0,FALSE,FALSE,NA,NA
"1568","@fairlife thank you for your reply.  I unfortunately couldn't drink mine because I couldn't get the cap off #wasteofmoney #sad",FALSE,0,"fairlife",2016-02-21 02:36:38,FALSE,"700407257658294273","701234039907340288","501355017","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissThriftee",0,FALSE,FALSE,NA,NA
"1569","#Capitalism is a #sad state of affairs of an #equation #imposed upon humankind by #humankind, we #together can do better!",FALSE,1,NA,2016-02-21 02:35:36,FALSE,NA,"701233781907202048",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PercievedLogic",0,FALSE,FALSE,NA,NA
"1570","RT @Claydoeee: Wow my Saturday nights went from hardcore partying to homework and grocery shopping #sad",FALSE,0,NA,2016-02-21 02:31:56,FALSE,NA,"701232857776308225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","little_lewis5",1,TRUE,FALSE,NA,NA
"1571","Sometimes my smile is not becouse I'm fine. #HisBed #Perfume #Nostalgic #GonnaCry #Anxiety #Sad… https://t.co/6q1eMBUtEO",FALSE,0,NA,2016-02-21 02:31:02,FALSE,NA,"701232632676233217",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AsunaYuukiAM",0,FALSE,FALSE,NA,NA
"1572","RT @nicomplicated11: I watched #degrassiseason12 until cam died @dylanevz you know how weird it is looking at the intro vid without you in …",FALSE,0,NA,2016-02-21 02:30:50,FALSE,NA,"701232580335566848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashzombie1",1,TRUE,FALSE,NA,NA
"1573","Time passes by! #instapic #miami #nightlife #depressed #depression #sad #lonlyness #hope… https://t.co/BPmsKksVY6",FALSE,4,NA,2016-02-21 02:30:34,FALSE,NA,"701232516884070400",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","srm911",0,FALSE,FALSE,NA,NA
"1574","@StevenPeakeJr it could be worse. You could be in a post season ban for an escort scandal. #sad #stillacardsfan",FALSE,0,"StevenPeakeJr",2016-02-21 02:30:25,FALSE,"701230971459391490","701232478716096512","295438165","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattHilton80",0,FALSE,FALSE,NA,NA
"1575","#Sad ... #morons in #NVcaucus #suckered by #HaggoryCunton ... errr, #HillaryClinton. #lyingcunt #nomoredynasties #unearned #undeserved",FALSE,0,NA,2016-02-21 02:30:22,FALSE,NA,"701232466468728833",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Malan_Grad",0,FALSE,FALSE,NA,NA
"1576","#Funny thing about #humankind... We watch the #news, feel #sad #bad etc then back to #openforbusiness as usual! Not #good re the #future!",FALSE,1,NA,2016-02-21 02:30:05,FALSE,NA,"701232392422318081",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PercievedLogic",0,FALSE,FALSE,NA,NA
"1577","RT @GRYNDHOUSZ: 5% of men are clever enough to fool you on what he is REALLY about,the 95%? women either IGNORE red flags or THINK THEY CAN…",FALSE,0,NA,2016-02-21 02:29:18,FALSE,NA,"701232194275115008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maame_Gyamerah",1,TRUE,FALSE,NA,NA
"1578","RT @desminborges: How is it possible that a Racist/Sexist/Homophobic/Bully who Lacks Experience is a serious Presidential Candidate?? #Sad …",FALSE,0,NA,2016-02-21 02:29:12,FALSE,NA,"701232169587310592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jeshkuh",19,TRUE,FALSE,NA,NA
"1579","Same.
-
#aesthetic #beautiful #art #artistic #grunge #indie #hipster #vintage #tumblr #sad #teen #sadteen #pink #cu… https://t.co/u1FLEZ2wnI",FALSE,0,NA,2016-02-21 02:29:11,FALSE,NA,"701232168840904706",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","DeezaSunglasses",0,FALSE,FALSE,NA,NA
"1580","@andrewbazzi unfair, I was out all day and my notifications weren't working so I didn't see this tweet hahah #sad",FALSE,0,"andrewbazzi",2016-02-21 02:29:04,FALSE,"701163793364090880","701232138042138624","271129313","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AARONOSTALGIC",0,FALSE,FALSE,NA,NA
"1581","I'm just trying to start sum shit and nobody cares I'm just talking to myself at this point #sad",FALSE,2,NA,2016-02-21 02:28:56,FALSE,NA,"701232103971749890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BlackRooster6",0,FALSE,FALSE,NA,NA
"1582","My #sad little #beagle
#dogs #dogissues https://t.co/jY8jLLo0po",FALSE,0,NA,2016-02-21 02:28:42,FALSE,NA,"701232046916681729",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Diazfilms",0,FALSE,FALSE,NA,NA
"1583","Let no one who loves be unhappy Alchemist Gift https://t.co/LkseVMP6q2 #ShareTheLove4Authors #sad #reader #goodbook #Amazon #ebooks",FALSE,1,NA,2016-02-21 02:28:14,FALSE,NA,"701231927118864390",NA,"<a href=""http://socialadcenter.com"" rel=""nofollow"">Social Ad Center</a>","obiwandar",0,FALSE,FALSE,NA,NA
"1584","#SeasonalAffectiveDisorder ( #SAD ) is very real. #LyricOfTheWeek FEBRUARY - https://t.co/wdJDzCjn80",FALSE,0,NA,2016-02-21 02:27:43,FALSE,NA,"701231798852964352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheHeshInc",0,FALSE,FALSE,NA,NA
"1585","Ya estoy #sad

Alice In Chains - Shame In You https://t.co/qZbCJgHVH6",FALSE,1,NA,2016-02-21 02:27:35,FALSE,NA,"701231764023484417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CocidoCerebral",0,FALSE,FALSE,NA,NA
"1586","This is why the #loss of a #loved one can inspire you to get #happy rather than #sad https://t.co/ycfFb1OJOR #sadness #grief #healing #moms",FALSE,0,NA,2016-02-21 02:27:22,FALSE,NA,"701231710193606656",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","AllyLoprete",0,FALSE,FALSE,NA,NA
"1587","Clearly suffers from DW syndrome #sad https://t.co/T94lPEvmUf",FALSE,0,NA,2016-02-21 02:27:06,FALSE,NA,"701231644166852608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ruxicocoloco",0,FALSE,FALSE,NA,NA
"1588","Wow my Saturday nights went from hardcore partying to homework and grocery shopping #sad",FALSE,4,NA,2016-02-21 02:26:55,FALSE,NA,"701231595525640192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Claydoeee",1,FALSE,FALSE,NA,NA
"1589","had to end the stream have to get a direct internet connection #sad",FALSE,0,NA,2016-02-21 02:26:35,FALSE,NA,"701231513912741888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProGlitchersH_D",0,FALSE,FALSE,NA,NA
"1590","If you claim to be a Christian and you voted for @realDonaldTrump, shame on you! #sad #sick #shame
https://t.co/Zqujl85aiS",FALSE,2,NA,2016-02-21 02:26:11,FALSE,NA,"701231412293160960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikiLott",0,FALSE,FALSE,NA,NA
"1591","@UKenyatta it's greed &amp; tyranny when one feels the need to lead a country for 30yrs. #sad",FALSE,0,"UKenyatta",2016-02-21 02:25:48,FALSE,"701115194416697344","701231317275377664","183165874","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MVanVan1003",0,FALSE,FALSE,NA,NA
"1592","@megynkelly @KyleKutz42 @tedcruz @realDonaldTrump yikes! Evangelical must have really become a btoad, uneducated gorup to vote Trump #sad",FALSE,1,"megynkelly",2016-02-21 02:25:48,FALSE,"701200666358902784","701231313609621504","110445334","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ColoradoKid143",0,FALSE,FALSE,NA,NA
"1593","#JebBush 2016 #election campaign in the most #TragicCampaign I have ever seen in the US and abroad. #Sad #Election2016",FALSE,0,NA,2016-02-21 02:25:38,FALSE,NA,"701231272211910656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KelvinMarten",0,FALSE,FALSE,NA,NA
"1594","@glennbeck looks like your tea party peeps @nikkihaley @SenatorTimScott @TGowdySC are now establishment! Supporting @marcorubio ? #sad #tcot",FALSE,0,"glennbeck",2016-02-21 02:24:10,FALSE,NA,"701230903285035012","17454769","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MoreThanMolds",0,FALSE,FALSE,NA,NA
"1595","5% of men are clever enough to fool you on what he is REALLY about,the 95%? women either IGNORE red flags or THINK THEY CAN CHANGE HIM,#Sad",FALSE,1,NA,2016-02-21 02:21:39,FALSE,NA,"701230271715221504",NA,"<a href=""http://www.DynamicTweets.com"" rel=""nofollow"">Dynamic Tweets</a>","GRYNDHOUSZ",1,FALSE,FALSE,NA,NA
"1596","RT @punjabpcc: Today in the presence of PPCC Chief  @capt_amarinder Singer &amp; former #SAD  leader Hans Raj Hans joined Congress. https://t.c…",FALSE,0,NA,2016-02-21 02:21:15,FALSE,NA,"701230171693527040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AgAiNsT_CoMuNaL",49,TRUE,FALSE,NA,NA
"1597","Goodbye my love #206cc #206cclovers #peugeot #peugeot206 #car #sadness #sad #cars #cabrio… https://t.co/jB4q2w2XOn",FALSE,2,NA,2016-02-21 02:21:14,FALSE,NA,"701230166362685440",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Vale_Headi",0,FALSE,FALSE,"10.63980234","44.78572989"
"1598","RT @danielbonaire: #HillaryClinton shill for Walmart, Time Warner &amp; companies that buy politicians. #sad #HillNever #BernieSanders2016 http…",FALSE,0,NA,2016-02-21 02:21:00,FALSE,NA,"701230108175179778",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aertwitt",6,TRUE,FALSE,NA,NA
"1599","@iawoolford @scroll_in it seems either you dont know the complete truth or you deliberately want to ignore the other side of story .#Sad",FALSE,1,"iawoolford",2016-02-21 02:17:54,FALSE,"701227511598837760","701229327694884864","236698120","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kesarirang",0,FALSE,FALSE,NA,NA
"1600","@eddievanhalen Are you seriously going to allow this buffoon to use your song??? ""Right Now"" used by Trump. #sad https://t.co/X5J5cDkG9D",FALSE,0,"eddievanhalen",2016-02-21 02:17:05,FALSE,NA,"701229120798248960","35865024","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SohlBV",0,FALSE,FALSE,NA,NA
"1601","RT @MitchellTamyra: <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> i miss them especially cam #camaya #sad #sucidal #mayamatlin #campbellsaunders https://t.co/L5CYm5wRAn",FALSE,0,NA,2016-02-21 02:16:10,FALSE,NA,"701228889612296192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashzombie1",2,TRUE,FALSE,NA,NA
"1602","RT @desminborges: How is it possible that a Racist/Sexist/Homophobic/Bully who Lacks Experience is a serious Presidential Candidate?? #Sad …",FALSE,0,NA,2016-02-21 02:15:03,FALSE,NA,"701228610464653312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GabrielaMaria94",19,TRUE,FALSE,NA,NA
"1603","@Zak_Bagans Ironic episode. I'm in the darkest place I've ever been. Was always Suzy Sunshine. She just disappeared and I want her back.#sad",FALSE,0,"Zak_Bagans",2016-02-21 02:14:39,FALSE,NA,"701228511273603072","62760327","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KoolThingGoo",0,FALSE,FALSE,NA,NA
"1604","My iP6s isnt holding up the way it use to and now @TMobileHelp my calls are being spotty and im not sure what to do; changed sim too.. #sad",FALSE,0,NA,2016-02-21 02:14:26,FALSE,NA,"701228453299761156",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kbrandon3k",0,FALSE,FALSE,NA,NA
"1605","So I just got my #waisttrainer today and #GirlScouts cookies <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #oximoron #sad",FALSE,0,NA,2016-02-21 02:13:43,FALSE,NA,"701228276564385792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Laceywings08",0,FALSE,FALSE,NA,NA
"1606","@AaronGoodwin @Zak_Bagans @GhostAdventures I can't watch the episode until after my dad finishes his basketball game :( #sad #gacrew",FALSE,0,"AaronGoodwin",2016-02-21 02:12:36,FALSE,NA,"701227994551988224","30972802","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moviepunker",0,FALSE,FALSE,NA,NA
"1607","Oh Didn't know a body could bounce Wow 6 FEET! #GhostAdventures #Sad Hope she found peace @Zak_Bagans @BillyTolley @jaywasley @AaronGoodwin",FALSE,0,NA,2016-02-21 02:11:16,FALSE,NA,"701227656461864960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samantha_1974",0,FALSE,FALSE,NA,NA
"1608","Some people never appreciate what they have. #sad",FALSE,1,NA,2016-02-21 02:10:32,FALSE,NA,"701227472214499328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dorrcj",0,FALSE,FALSE,NA,NA
"1609","Becoming calloused and used to  sick men yelling after me as I walk. #citylife #sad",FALSE,0,NA,2016-02-21 02:09:42,FALSE,NA,"701227263430275073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gayswarmofbees",0,FALSE,FALSE,NA,NA
